class,pred1,pred2,equals,Summary,Description,Enviroment
Other,Other,Other,True,New PC fails testing with PCTestAgent sending error to self,tpt_parmList use is mishandling memory allocation/cleanup,ECLIPSE
Other,Other,Other,True,Performance concerns in the application context system,"I have found that the application context system introduces a performance and scalability issue. For example, the attached data set has 3223 methods and takes twice as long to sort and redraw compared with TPTP 4.0. (It takes 4.3 seconds now vs. 2.3 seconds in TPTP 4.0.) To see what I saw, unzip the attached TRCXML file and import it. Then open the Method Statistics view, and click the ""M"" button to display every method. Notice that it takes a long time. Each time you click the ""Package"" column header, the view re-sorts and re-draws itself, and I found this took 4.3 seconds each time. The same data set under TPTP 4.0 took 2.3 seconds. (Still a long time for only 3223 items!) I found that the the application context logic in the getDisplayString method of PackageNameColumnLabel accounts for one second's worth of this time. That is, when I changed that method to return pack.getName() instead of using the context system, the sort/redraw time drops by one second. This method is so hot because it's called twice per compare() operation during the sorting of the view elements, which means about 42,000 times per sort of the attached 3223-method data set. This tells me there are caching opportunities here. Throughout the context formatter system, in the very common case of a data set with a single context, we can cache the context formatter objects we need (one per combination of attributes and modes) instead of looking them up every time. Of course, we can also cache the formatted string itself. This might seem like it will cost memory, but maybe not: the widget is going to keep that string eventually, why not keep a reference to the one we've cached? We have to invalidate the cache if the user goes to the Preferences dialog and changes the formatter for a particular context, and we can clear it almost any time and still get the benefit during view sorting and updating. Finally, in getDisplayString I noticed that the code builds a StringBuffer and then almost always returns it with no modifications. This can be optimized too. I don't know the rest of this code well enough to suggest more opportunities, or where that other second is going. (Or where the first two seconds went in the old version.) But I think it all bears some attention.",ECLIPSE
Other,Other,Other,True,New AC passes bad environment to process being launched,"The Arcola memory checker indicated we were using unallocated memory at the end of the env arg that gets passed into the application being launched by hc_launchProcess(). The bug is introduced inside the initProcessT() which makes a copy of the env string and is off by one in the length of what it copies - thereby, leaving off the final null which denotes end of the array of strings. The user impact depends on the launched application's usage of the env passed to it and the length of the trailing garbage which would be determine by the random occurrence of 2 nulls in the adjoining memory.",ECLIPSE
Other,Other,Other,True,Object references are not collected,Tested with the M9 test driver. What I've noticed is that although I've checked both Memory Analysis and Execution Time Analysis the profiling agent has the following collection mode set:EXECUTION_FULL. Should it be not HEAP_AND_EXECUTION_FULL?,ECLIPSE
Other,Other,Other,True,(MON) GLA performance degradation reported by downstream product,IBM AC group reported a drop in GLA performance running rules-based adapters of 10% on average between Hyades 3.2 i1 and 3.3 i1. The degradation occurred between Hyades 3.2 i1 and 3.2 i2. There as a slight improvement in performance between Hyades 3.2 i2 and 3.3 i1 but not enough to offset the degradation in 3.2.,ECLIPSE
Other,Other,Other,True,SWT container goes into infinite loop - NewClassCreationWizard Fails,N20050603 - Runtime Try to create a new class (say composite) with the wizard. The class is created but the wizard fails and there is a file in the log. The log is attached.,ECLIPSE
Other,Other,Configuration Bug Report,False,M9 Profiling options not applied,Create an External java app profile config,ECLIPSE
Other,Other,Other,True,review: Improve performance of duplicates.cgi; Patch v.2,"Gervase Markham <gerv@mozilla.org> has requested review for bug #176599: Improve performance of duplicates.cgi, attachment #104691 [details] [diff] [review]: Patch v.2. http://bugzilla.mozilla.org/attachment.cgi?id=104691&action=edit Additional Comments from Requester: Myk - this is one of the performance fixes to make b.m.o. happier. Gerv",MOZILLA
Other,Other,Other,True,Multiple Threads Are Loaded,"When you load mozilla's homepage, two instances of every thread are started. For example, if thread a is loaded, thread b is loaded as well. Double the threads.",MOZILLA
Other,Other,Other,True,Mozilla rapidly repeats requests multiple times,"I've run across a situation in which Mozilla sometimes requests an URL multiple times in response to one request from the user. This is happening in an environment with a Squid proxy server. While I'm not sure the proxy server is the cause of the problem, I haven't noticed it happen without the proxy. I'm still testing to confirm that. To the user, this problem appears as an error saying ""the document contains no data."" In trying to troubleshoot this problem, I looked in the proxy logs and saw that the URL in question was being requested multiple times in rapid succession. For example, this proxy log entry was the result of clicking a link *once* in Mozilla. Mozilla popped the ""no data"" error instead of displaying the page: 1035486220.362 148 <client ip> TCP_MISS/200 2996 GET http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=2064056329 - DIRECT/66.135.192.148 text/html 1035486220.471 126 <client ip> TCP_MISS/200 2996 GET http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=2064056329 - DIRECT/66.135.192.135 text/html 1035486220.566 113 <client ip> TCP_MISS/200 2996 GET http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=2064056329 - DIRECT/66.135.192.148 text/html 1035486220.666 117 <client ip> TCP_MISS/200 2996 GET http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=2064056329 - DIRECT/66.135.192.135 text/html 1035486220.769 118 <client ip> TCP_MISS/200 2996 GET http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=2064056329 - DIRECT/66.135.192.148 text/html 1035486220.868 118 <client ip> TCP_MISS/200 2996 GET http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=2064056329 - DIRECT/66.135.192.135 text/html 1035486221.065 216 <client ip> TCP_MISS/200 2996 GET http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=2064056329 - DIRECT/66.135.192.148 text/html 1035486221.169 121 <client ip> TCP_MISS/200 2996 GET http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=2064056329 - DIRECT/66.135.192.135 text/html 1035486221.311 159 <client ip> TCP_MISS/200 2996 GET http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=2064056329 - DIRECT/66.135.192.148 text/html That's nine GETs in response to a single click. I've also had this happen with POSTs. In one case, Mozilla submitted a form ten times in response to a single click of the submit button. Thankfully, it was a feedback form instead of a form to buy a TV or sell 1000 shares of stock. After seeing this odd pattern in the logs, I set up tcpdump to watch the requests from Mozilla to the proxy to see if Mozilla was actually sending multiple requests and what the responses from the proxy are. In the instance I caught with tcpdump, Mozilla sent the GET ten times in response to me typing the URL in and hitting enter once. * The first GET was answered by the proxy with an immediate RST. * The second GET is more complicated. The initial GET packet is responded to by the proxy server with an ""HTTP/1.0 200 OK"" and about 1K of data (not the complete page). The HTTP headers on that response are: HTTP/1.0 200 OK Date: Thu, 24 Oct 2002 15:25:54 GMT Server: Apache/1.3.19 (Unix) FrontPage/4.0.4.3 Content-Type: text/html X-Cache: MISS from <proxy server name> Proxy-Connection: close The only TCP flag set is ACK. The client (Mozilla end) replies to that packet with a FIN ACK packet, even though the transfer is not complete. Then we receive the second packet of the response from the proxy (still not the complete page). Then the client sends an RST packet to the server. Then we receive a second copy of the HTTP/1.0 200 OK packet from the proxy (same sequence and ack numbers). Client sends another RST, server sends another OK. This repeats six times until a final RST from the client and nothing else is heard from the server in response to this request. * The third GET is just like the first -- an immediate RST from the server. * The rest are essentially like the second -- some data is sent by the server and Mozilla closes the connection before it has all arrived. So, on the first and third requests, the proxy replied with an RST before sending any data. In all the others, the proxy replied OK and started sending data, but Mozilla closed the connection before the data had all arrived. Remember that this all happened in a span of 1.45 seconds. I have no idea what's causing this, and I don't really know where to look next. Analysis of the logs on the proxy server indicates that this isn't happening to other clients, so I don't think it's a problem with the proxy server by itself. Any ideas?",MOZILLA
Other,Other,Other,True,Memory leak on www.bhun.net,"User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.4b) Gecko/20030507 Build Identifier: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.4b) Gecko/20030507 I tested the page with both Mozilla 1.3 and Mozilla 1.4b. When reloading the document in Mozilla 1.4b, the amount of free memory keeps reducing. After a few reloads Mozilla crashed because there's too little memory available. The problem does not occur in Mozilla 1.3. The problem is reproduceable on the Mozilla 1.4b release for the Windows platform. (I checked) Every reload reduces the amount of free memory with about 10-20 MB. (WOW :P) Reproducible: Always Steps to Reproduce: 1. Open my webpage 2. Hit reload 3. Repeat 2 until Mozilla crashes Actual Results: Mozilla gets killed. Expected Results: Stop claiming extra memory. I'm not sure, but I guess it could be related to the usage of -moz-opacity in the CSS; I really can't figure out any other reason at the moment. Furthermore I haven't got the foggiest Idea how to use the Debug->Leak detector in the menu.",MOZILLA
Other,Other,Other,True,[Performance] Speed up loading of bookmarks.html,"There are a couple of ways that we can speed up loading of bookmarks.html: o read in the entire file at once (instead of line by line) and parse it up in memory o defer importing of IE Favorites (on Mac, where it is an HTML file) until needed I have changes in my local tree which implement both of the above. On my Mac, the time to load in bookmarks.html *during startup* drops from around 300 milliseconds to around 80 milliseconds.",MOZILLA
Other,Other,Other,True,Takes several reloads for web page to load fully,"From Bugzilla Helper: User-Agent: Mozilla/5.0 (Windows; U; Win98; en-US; rv:0.9+) Gecko/20010522 BuildID: 2001052204 It seems to take several reloads of the web page above before the page successfully loads completely if it does it at all. Reproducible: Always Steps to Reproduce: 1. Start mozilla 2. Clear memory/disk cache 3. Go to URL above Actual Results: Page either doesn't render, partially renders or renders successfully Expected Results: Page renders successfully each time",MOZILLA
Other,Other,Other,True,Necko Performance Review,This is a placeholder for performance tests I will be running this summer. The goal of this project is to identify bottlenecks in Necko and suggest solutions to fix them. The following steps will be needed to complete this project: 1) Develope a performance test suite 2) Generate performance data with help of QA 3) Analyse data to show trends and problem areas 4) File bugs suggesting fixes,MOZILLA
Other,Other,Other,True,"Reduce the size of debug browser-chrome logs, exceeding the maximum log size and thus closing trunk and aurora trees","On mozilla-inbound, green Win7 browser-chrome logs are sizes like 52413446 bytes. The maximum log size is 52428800 bytes. On fx-team, because https://hg.mozilla.org/integration/fx-team/rev/e3564d9cd015 added four tests, we went from one or two of five Win7 debug b-c runs exceeding the maximum size to five of five. That's it, we're done. If, as is apparently the case with the bug 983948 thing with Linux debug browser-chrome timing out constantly, we're not going to do anything other than wait until the devtools tests get moved out of browser-chrome into their own suite, then we're not going to have any open desktop Firefox trunk trees until that happens. And no, you can't land your not-obviously-browser-chrome related patches because your thing isn't obviously related so you should be allowed to just ignore the problem.",MOZILLA
Other,Other,Other,True,B2G-Inbound closed due to ICS Emulator Debug Mochitests Leaks in most of the tests,"Starting with https://tbpl.mozilla.org/?tree=B2g-Inbound&rev=c7b35bd70fc3 we see memory leaks in most tests in ICS Emulator Debug like https://tbpl.mozilla.org/php/getParsedLog.php?id=46835326&tree=B2g-Inbound 23:44:47 INFO - nsTraceRefcnt::DumpStatistics: 1051 entries 23:44:47 INFO - TEST-INFO | leakcheck | leaked 1 Composer2D (12 bytes) 23:44:47 INFO - TEST-INFO | leakcheck | leaked 3 CondVar (72 bytes) 23:44:47 INFO - TEST-INFO | leakcheck | leaked 1 ExpirationTrackerObserver (16 bytes) 23:44:47 INFO - TEST-INFO | leakcheck | leaked 10 Mutex (200 bytes) 23:44:47 INFO - TEST-INFO | leakcheck | leaked 1 PProcLoaderParent (416 bytes) 23:44:47 INFO - TEST-INFO | leakcheck | leaked 1 PSharedBufferManagerChild (416 bytes) 23:44:47 INFO - TEST-INFO | leakcheck | leaked 1 PSharedBufferManagerParent (416 bytes) 23:44:47 INFO - TEST-INFO | leakcheck | leaked 2 PerThreadData (24 bytes) 23:44:47 INFO - TEST-INFO | leakcheck | leaked 4 ReentrantMonitor (96 bytes) 23:44:47 INFO - TEST-INFO | leakcheck | leaked 2 RefCountedMonitor (96 bytes) 23:44:47 INFO - TEST-INFO | leakcheck | leaked 6 RefCountedTask (48 bytes) 23:44:47 INFO - TEST-INFO | leakcheck | leaked 5 SocketConsumerBase (100 bytes) 23:44:47 INFO - TEST-INFO | leakcheck | leaked 3 WeakReference<MessageListener> (24 bytes) 23:44:47 INFO - TEST-INFO | leakcheck | leaked 3 ipc::MessageChannel (864 bytes) 23:44:47 INFO - TEST-INFO | leakcheck | leaked 1 nsAStreamCopier (88 bytes) 23:44:47 INFO - TEST-INFO | leakcheck | leaked 1 nsPipe (184 bytes) 23:44:47 INFO - TEST-INFO | leakcheck | leaked 1 nsSocketTransport (352 bytes) 23:44:47 INFO - TEST-INFO | leakcheck | leaked 1 nsSocketTransportService (168 bytes) 23:44:47 INFO - TEST-INFO | leakcheck | leaked 139 nsStringBuffer (1112 bytes) 23:44:47 INFO - TEST-INFO | leakcheck | leaked 29 nsTArray_base (116 bytes) 23:44:47 INFO - TEST-INFO | leakcheck | leaked 2 nsThread (280 bytes) 23:44:47 WARNING - TEST-UNEXPECTED-FAIL | leakcheck | 5100 bytes leaked (Composer2D, CondVar, ExpirationTrackerObserver, Mutex, PProcLoaderParent, ...) i reverted the inital csets where this leak happened (Bug 1047143) but this didn't helped, also talked with alive on irc and he thinks that more some gecko might be responsible for this problem. Can someone look into this leak?",MOZILLA
